# T_prime evolution (M=16, H=8, T=11, rounds=150)
type,round,T_prime,T_target,maxL,WNS_Tprime,WNS_T,picked,HPWL_eq,HPWL_w,solve_ms,old_T_prime,new_T_prime,sigma_maxL,shrink_val
round,90,16,11,20,,,0,1040,66560000,429.545,,,,
round,91,16,11,20,,,0,1040,66560000,418.413,,,,
round,92,16,11,20,,,0,1040,66560000,435.447,,,,
round,93,16,11,20,,,0,1040,66560000,424.569,,,,
round,94,16,11,20,,,0,1040,66560000,418.347,,,,
round,95,16,11,20,,,0,1040,66560000,438.227,,,,
round,96,16,11,20,,,0,1040,66560000,419.377,,,,
round,97,16,11,20,,,0,1040,66560000,442.698,,,,
round,98,16,11,20,,,0,1040,66560000,429.965,,,,
round,99,16,11,20,,,0,1040,66560000,434.332,,,,
round,100,16,11,20,,,0,1040,66560000,439.817,,,,
round,101,16,11,20,,,0,1040,66560000,428.558,,,,
round,102,16,11,20,,,0,1040,66560000,435.156,,,,
round,103,16,11,20,,,0,1040,66560000,427.23,,,,
round,104,16,11,20,,,0,1040,66560000,423.874,,,,
round,105,16,11,20,,,0,1040,66560000,414.169,,,,
round,106,16,11,20,,,0,1040,66560000,417.576,,,,
round,107,16,11,20,,,0,1040,66560000,430.127,,,,
round,108,16,11,20,,,0,1040,66560000,422.908,,,,
round,109,16,11,20,,,0,1040,66560000,430.765,,,,
round,110,16,11,20,,,0,1040,66560000,410.961,,,,
round,111,16,11,20,,,0,1040,66560000,530.65,,,,
round,112,16,11,20,,,0,1040,66560000,413.496,,,,
round,113,16,11,20,,,0,1040,66560000,416.109,,,,
round,114,16,11,20,,,0,1040,66560000,438.459,,,,
round,115,16,11,20,,,0,1040,66560000,418.202,,,,
round,116,16,11,20,,,0,1040,66560000,440.838,,,,
round,117,16,11,20,,,0,1040,66560000,422.411,,,,
round,118,16,11,20,,,0,1040,66560000,424.818,,,,
round,119,16,11,20,,,0,1040,66560000,436.554,,,,
round,120,16,11,20,,,0,1040,66560000,412.598,,,,
round,121,16,11,20,,,0,1040,66560000,418.639,,,,
round,122,16,11,20,,,0,1040,66560000,427.402,,,,
round,123,16,11,20,,,0,1040,66560000,424.915,,,,
round,124,16,11,20,,,0,1040,66560000,438.621,,,,
round,125,16,11,20,,,0,1040,66560000,467.811,,,,
round,126,16,11,20,,,0,1040,66560000,420.405,,,,
round,127,16,11,20,,,0,1040,66560000,415.927,,,,
round,128,16,11,20,,,0,1040,66560000,414.942,,,,
round,129,16,11,20,,,0,1040,66560000,413.869,,,,
round,130,16,11,20,,,0,1040,66560000,427.611,,,,
round,131,16,11,20,,,0,1040,66560000,416.107,,,,
round,132,16,11,20,,,0,1040,66560000,929.032,,,,
round,133,16,11,20,,,0,1040,66560000,491.542,,,,
round,134,16,11,20,,,0,1040,66560000,456.64,,,,
round,135,16,11,20,,,0,1040,66560000,439.642,,,,
round,136,16,11,20,,,0,1040,66560000,438.381,,,,
round,137,16,11,20,,,0,1040,66560000,411.504,,,,
round,138,16,11,20,,,0,1040,66560000,421.382,,,,
round,139,16,11,20,,,0,1040,66560000,440.417,,,,
round,140,16,11,20,,,0,1040,66560000,498.788,,,,
round,141,16,11,20,,,0,1040,66560000,444.542,,,,
round,142,16,11,20,,,0,1040,66560000,446.756,,,,
round,143,16,11,20,,,0,1040,66560000,449.029,,,,
round,144,16,11,20,,,0,1040,66560000,416.779,,,,
round,145,16,11,20,,,0,1040,66560000,427.671,,,,
round,146,16,11,20,,,0,1040,66560000,418.709,,,,
round,147,16,11,20,,,0,1040,66560000,424.035,,,,
round,148,16,11,20,,,0,1040,66560000,407.066,,,,
round,149,16,11,20,,,0,1040,66560000,407.394,,,,
round,150,16,11,20,,,0,1040,66560000,413.354,,,,
