# T_prime evolution (M=16, H=8, T=11, rounds=150)
type,round,T_prime,T_target,maxL,WNS_Tprime,WNS_T,picked,HPWL_eq,HPWL_w,solve_ms,old_T_prime,new_T_prime,sigma_maxL,shrink_val
round,1,16,11,20,,,0,1040,1040000,393.879,,,,
round,2,16,11,20,,,0,1040,66560000,410.894,,,,
round,3,16,11,20,,,0,1040,66560000,423.64,,,,
round,4,16,11,20,,,0,1040,66560000,424.204,,,,
round,5,16,11,20,,,0,1040,66560000,424.277,,,,
round,6,16,11,20,,,0,1040,66560000,472.708,,,,
round,7,16,11,20,,,0,1040,66560000,424.466,,,,
round,8,16,11,20,,,0,1040,66560000,419.114,,,,
round,9,16,11,20,,,0,1040,66560000,430.69,,,,
round,10,16,11,20,,,0,1040,66560000,409.123,,,,
round,11,16,11,20,,,0,1040,66560000,417.442,,,,
round,12,16,11,20,,,0,1040,66560000,416.761,,,,
round,13,16,11,20,,,0,1040,66560000,416.159,,,,
round,14,16,11,20,,,0,1040,66560000,428.125,,,,
round,15,16,11,20,,,0,1040,66560000,420.352,,,,
round,16,16,11,20,,,0,1040,66560000,436.223,,,,
round,17,16,11,20,,,0,1040,66560000,424.66,,,,
round,18,16,11,20,,,0,1040,66560000,423.61,,,,
round,19,16,11,20,,,0,1040,66560000,426.271,,,,
round,20,16,11,20,,,0,1040,66560000,436.935,,,,
round,21,16,11,20,,,0,1040,66560000,419.185,,,,
round,22,16,11,20,,,0,1040,66560000,421.262,,,,
round,23,16,11,20,,,0,1040,66560000,437.113,,,,
round,24,16,11,20,,,0,1040,66560000,414.243,,,,
round,25,16,11,20,,,0,1040,66560000,430.583,,,,
round,26,16,11,20,,,0,1040,66560000,422.483,,,,
round,27,16,11,20,,,0,1040,66560000,416.935,,,,
round,28,16,11,20,,,0,1040,66560000,422.236,,,,
round,29,16,11,20,,,0,1040,66560000,423.106,,,,
round,30,16,11,20,,,0,1040,66560000,461.764,,,,
round,31,16,11,20,,,0,1040,66560000,414.255,,,,
round,32,16,11,20,,,0,1040,66560000,538.166,,,,
round,33,16,11,20,,,0,1040,66560000,428.415,,,,
round,34,16,11,20,,,0,1040,66560000,425.371,,,,
round,35,16,11,20,,,0,1040,66560000,436.366,,,,
round,36,16,11,20,,,0,1040,66560000,425.449,,,,
round,37,16,11,20,,,0,1040,66560000,430.403,,,,
round,38,16,11,20,,,0,1040,66560000,429.632,,,,
round,39,16,11,20,,,0,1040,66560000,415.649,,,,
round,40,16,11,20,,,0,1040,66560000,422.378,,,,
round,41,16,11,20,,,0,1040,66560000,417.201,,,,
round,42,16,11,20,,,0,1040,66560000,435.609,,,,
round,43,16,11,20,,,0,1040,66560000,426.025,,,,
round,44,16,11,20,,,0,1040,66560000,425.495,,,,
round,45,16,11,20,,,0,1040,66560000,424.119,,,,
round,46,16,11,20,,,0,1040,66560000,435.1,,,,
round,47,16,11,20,,,0,1040,66560000,429.816,,,,
round,48,16,11,20,,,0,1040,66560000,412.378,,,,
round,49,16,11,20,,,0,1040,66560000,418.252,,,,
round,50,16,11,20,,,0,1040,66560000,421.55,,,,
round,51,16,11,20,,,0,1040,66560000,427.994,,,,
round,52,16,11,20,,,0,1040,66560000,420.017,,,,
round,53,16,11,20,,,0,1040,66560000,439.785,,,,
round,54,16,11,20,,,0,1040,66560000,425.508,,,,
round,55,16,11,20,,,0,1040,66560000,421.249,,,,
round,56,16,11,20,,,0,1040,66560000,473.03,,,,
round,57,16,11,20,,,0,1040,66560000,430.558,,,,
round,58,16,11,20,,,0,1040,66560000,429.374,,,,
round,59,16,11,20,,,0,1040,66560000,422.608,,,,
round,60,16,11,20,,,0,1040,66560000,454.582,,,,
round,61,16,11,20,,,0,1040,66560000,427.692,,,,
round,62,16,11,20,,,0,1040,66560000,420.556,,,,
round,63,16,11,20,,,0,1040,66560000,419.371,,,,
round,64,16,11,20,,,0,1040,66560000,416.256,,,,
round,65,16,11,20,,,0,1040,66560000,605.59,,,,
round,66,16,11,20,,,0,1040,66560000,425.824,,,,
round,67,16,11,20,,,0,1040,66560000,430.99,,,,
round,68,16,11,20,,,0,1040,66560000,420.698,,,,
round,69,16,11,20,,,0,1040,66560000,554.03,,,,
round,70,16,11,20,,,0,1040,66560000,424.999,,,,
round,71,16,11,20,,,0,1040,66560000,424.389,,,,
round,72,16,11,20,,,0,1040,66560000,438.262,,,,
round,73,16,11,20,,,0,1040,66560000,415.605,,,,
round,74,16,11,20,,,0,1040,66560000,424.287,,,,
round,75,16,11,20,,,0,1040,66560000,411.149,,,,
round,76,16,11,20,,,0,1040,66560000,425.572,,,,
round,77,16,11,20,,,0,1040,66560000,434.079,,,,
round,78,16,11,20,,,0,1040,66560000,418.669,,,,
round,79,16,11,20,,,0,1040,66560000,431.75,,,,
round,80,16,11,20,,,0,1040,66560000,436.388,,,,
round,81,16,11,20,,,0,1040,66560000,428.975,,,,
round,82,16,11,20,,,0,1040,66560000,430.684,,,,
round,83,16,11,20,,,0,1040,66560000,444.074,,,,
round,84,16,11,20,,,0,1040,66560000,432.151,,,,
round,85,16,11,20,,,0,1040,66560000,477.277,,,,
round,86,16,11,20,,,0,1040,66560000,444.003,,,,
round,87,16,11,20,,,0,1040,66560000,429.703,,,,
round,88,16,11,20,,,0,1040,66560000,428.127,,,,
round,89,16,11,20,,,0,1040,66560000,424.679,,,,
