# round T HPWL_eq HPWL_w WNS TNS maxL viol_cnt picked w_mean w_std w_cv w_median w_min w_max w_gini w_top10 jump_man jump_euc orient_flip maxEdge_type maxEdge_i maxEdge_j solve_ms feasible avg_jump
90 12 1719 2445656 -32 728 44 48 5 1936.508621 2155.748800 1.113214 1000.000000 1000 13454 0.405716 0.418281 12.000000 8.746428 1 H 14 4 441.243559 0 4.707865
91 12 1683 2455162 -60 687 72 43 4 1967.508621 2232.143374 1.134502 1000.000000 1000 14672 0.411448 0.419715 2.000000 2.000000 0 H 14 2 448.852715 0 4.677778
92 12 1250 2478775 -31 229 43 21 2 1995.978448 2279.889729 1.142242 1000.000000 1000 15322 0.415666 0.418091 9.000000 6.964194 1 V 7 0 437.811033 0 4.725275
93 12 1141 2528126 -16 51 28 14 1 2028.405172 2354.432330 1.160731 1000.000000 1000 15657 0.421893 0.420708 1.000000 1.000000 0 V 8 0 428.518795 0 4.684783
94 12 1175 2571650 -21 57 33 9 1 2061.836207 2453.996972 1.190200 1000.000000 1000 15828 0.429372 0.426426 1.000000 1.000000 0 V 9 0 435.916373 0 4.645161
95 12 1719 2591631 -75 723 87 36 4 2095.814655 2567.467252 1.225045 1000.000000 1000 15914 0.437362 0.433804 6.000000 4.743416 1 H 14 1 500.012651 0 4.659574
96 12 1189 2633963 -29 81 41 13 1 2127.681034 2645.855416 1.243540 1000.000000 1000 15957 0.443128 0.435708 5.000000 3.807887 1 V 10 0 448.351561 0 4.663158
97 12 1247 2675421 -36 120 48 14 1 2160.448276 2733.275176 1.265143 1000.000000 1000 15978 0.449693 0.440242 1.000000 1.000000 0 V 11 0 482.111846 0 4.625000
98 12 1701 2729699 -55 730 67 31 3 2193.956897 2831.384658 1.290538 1000.000000 1000 15989 0.456687 0.446573 15.000000 11.423660 1 H 1 4 461.693768 0 4.731959
99 12 1261 2752433 -38 178 50 15 2 2222.030172 2898.861048 1.304600 1000.000000 1000 15995 0.461210 0.448629 16.000000 12.349089 1 V 12 0 479.943110 0 4.846939
100 12 1373 2778253 -48 288 60 17 2 2253.935345 2975.200854 1.320003 1000.000000 1000 15997 0.466612 0.452779 2.000000 2.000000 0 V 14 0 469.109179 0 4.818182
101 12 1730 2871475 -48 649 60 51 5 2282.879310 3033.674708 1.328881 1000.000000 1000 15999 0.471043 0.455897 4.000000 3.535534 1 H 14 3 429.271645 0 4.810000
102 12 1255 2906298 -38 189 50 16 2 2314.452586 3070.596558 1.326705 1000.000000 1000 15999 0.474372 0.454844 4.000000 3.535534 1 V 13 0 450.970656 0 4.801980
103 12 1342 2961394 -41 294 53 17 2 2349.616379 3126.626978 1.330697 1000.000000 1000 16000 0.478954 0.456863 2.000000 1.581139 1 H 15 0 463.307217 0 4.774510
104 12 1210 3020435 -26 169 38 13 1 2375.366379 3167.899813 1.333647 1000.000000 1000 16000 0.481809 0.457204 0.000000 0.000000 0 H 15 0 446.855663 0 4.728155
105 12 1178 3044252 -21 149 33 13 1 2395.625000 3196.671546 1.334379 1000.000000 1000 16000 0.483973 0.457247 2.000000 1.414214 0 H 14 1 450.433043 0 4.701923
106 12 1170 3062793 -18 138 30 13 1 2415.000000 3221.351517 1.333893 1000.000000 1000 16000 0.486423 0.460388 11.000000 7.778175 1 V 8 7 439.047142 0 4.761905
107 12 1265 3085597 -24 277 36 15 2 2440.724138 3270.142780 1.339825 1000.000000 1000 16000 0.490379 0.465485 10.000000 7.106335 1 H 14 2 455.084155 0 4.811321
108 12 1117 3123379 -10 28 22 7 1 2470.396552 3318.121205 1.343153 1000.000000 1000 16000 0.494432 0.465856 11.000000 7.905694 1 V 7 7 474.410947 0 4.869159
109 12 1116 3148473 -9 26 21 7 1 2502.392241 3382.359471 1.351650 1000.000000 1000 16000 0.499149 0.468865 1.000000 1.000000 0 V 6 7 455.796909 0 4.833333
110 12 1144 3186100 -16 63 28 13 1 2535.594828 3458.619283 1.364027 1000.000000 1000 16000 0.504153 0.473687 1.000000 1.000000 0 V 5 7 539.225038 0 4.798165
111 12 1179 3231398 -23 102 35 14 1 2569.426724 3541.395360 1.378282 1000.000000 1000 16000 0.509201 0.479709 1.000000 1.000000 0 V 4 7 436.866212 0 4.763636
112 12 1218 3285085 -30 137 42 15 2 2603.594828 3626.772649 1.392987 1000.000000 1000 16000 0.514159 0.486454 1.000000 1.000000 0 V 3 7 468.684659 0 4.729730
113 12 1688 3341862 -46 618 58 53 5 2639.336207 3711.729278 1.406312 1000.000000 1000 16000 0.518809 0.492836 7.000000 4.949747 1 H 0 3 432.910721 0 4.750000
114 12 1279 3362303 -37 195 49 18 2 2675.112069 3767.829236 1.408475 1000.000000 1000 16000 0.521637 0.493747 6.000000 4.301163 1 V 2 7 481.706332 0 4.761062
115 12 1792 3381750 -87 745 99 27 3 2711.344828 3825.959572 1.411093 1000.000000 1000 16000 0.524795 0.496285 2.000000 2.000000 0 V 0 7 568.336504 0 4.736842
116 12 1777 3451440 -84 725 96 27 3 2743.862069 3868.498808 1.409874 1000.000000 1000 16000 0.527074 0.495741 1.000000 0.707107 1 H 0 6 589.743996 0 4.704348
117 12 1725 3532388 -32 667 44 50 5 2775.668103 3897.919872 1.404318 1000.000000 1000 16000 0.528930 0.492946 5.000000 4.123106 0 H 1 2 449.737091 0 4.706897
118 12 1260 3559163 -34 220 46 20 2 2807.810345 3914.253926 1.394059 1000.000000 1000 16000 0.529684 0.488791 5.000000 4.527693 1 V 1 7 496.002356 0 4.709402
119 12 1654 3615434 -62 671 74 38 4 2843.918103 3948.982902 1.388571 1000.000000 1000 16000 0.531703 0.488364 4.000000 2.915476 1 H 0 4 504.676998 0 4.703390
120 12 1098 3654786 -8 15 20 5 1 2883.331897 3981.664067 1.380925 1000.000000 1000 16000 0.533733 0.485259 19.000000 15.182226 1 V 14 0 487.582472 0 4.823529
121 12 1083 3682324 -15 53 27 10 1 2913.715517 4009.055056 1.375925 1000.000000 1000 16000 0.535483 0.482190 10.000000 7.615773 0 V 11 7 442.977236 0 4.866667
122 12 1067 3697361 -8 42 20 10 1 2934.560345 4026.882843 1.372227 1000.000000 1000 16000 0.536450 0.479811 16.000000 11.401754 0 V 2 0 444.170744 0 4.958678
123 12 1077 3711675 -8 22 20 6 1 2947.875000 4036.888013 1.369423 1000.000000 1000 16000 0.536780 0.478181 16.000000 11.661904 0 V 12 6 435.327603 0 5.049180
124 12 1079 3733139 -2 10 14 6 1 2958.706897 4041.994585 1.366136 1000.000000 1000 16000 0.536910 0.476702 2.000000 2.000000 0 V 12 4 424.639777 0 5.024390
125 12 1078 3750589 -2 10 14 6 1 2966.577586 4044.254391 1.363273 1000.000000 1000 16000 0.536786 0.475574 0.000000 0.000000 0 V 12 4 467.084395 0 4.983871
126 12 1071 3768189 -3 6 15 3 1 2973.982759 4044.845368 1.360077 1000.000000 1000 16000 0.536586 0.474458 4.000000 3.162278 0 V 13 7 512.829187 0 4.976000
127 12 1094 3778084 -8 41 20 9 1 2980.487069 4044.777016 1.357086 1000.000000 1000 16000 0.536375 0.473489 3.000000 2.236068 0 V 11 6 537.393136 0 4.960317
128 12 1069 3803502 -2 5 14 3 1 2991.487069 4048.234420 1.353252 1000.000000 1000 16000 0.536710 0.471796 2.000000 2.000000 0 V 13 6 420.183432 0 4.937008
129 12 1069 3822456 -2 5 14 3 1 2999.987069 4051.279085 1.350432 1000.000000 1000 16000 0.536742 0.470483 0.000000 0.000000 0 V 13 6 439.714659 0 4.898438
130 12 1123 3830349 -15 62 27 8 1 3007.866379 4052.870921 1.347424 1000.000000 1000 16000 0.536623 0.469262 4.000000 3.162278 0 V 10 7 422.766990 0 4.891473
131 12 1148 3850745 -28 94 40 10 1 3027.150862 4077.606964 1.347011 1000.000000 1000 16000 0.538142 0.470997 1.000000 1.000000 0 V 9 7 429.014369 0 4.861538
132 12 1095 3905530 -14 34 26 6 1 3053.525862 4122.654440 1.350129 1000.000000 1000 16000 0.540523 0.474631 2.000000 2.000000 0 V 11 7 426.735897 0 4.839695
133 12 1684 3926260 -77 714 89 26 3 3076.655172 4160.973970 1.352434 1000.000000 1000 16000 0.542392 0.475769 13.000000 11.597414 1 H 0 5 548.407559 0 4.901515
134 12 1083 3987414 -8 22 20 6 1 3111.512931 4205.948126 1.351737 1000.000000 1000 16000 0.544743 0.476344 13.000000 12.509996 1 V 12 6 441.967313 0 4.962406
135 12 1092 4031371 -4 14 16 5 1 3139.676724 4242.090629 1.351123 1000.000000 1000 16000 0.546537 0.476052 0.000000 0.000000 0 V 12 6 415.627518 0 4.925373
136 12 1091 4063893 -3 8 15 4 1 3167.900862 4279.813528 1.350994 1000.000000 1000 16000 0.548433 0.476037 5.000000 4.123106 0 V 8 7 434.440502 0 4.925926
137 12 1108 4096128 -10 18 22 5 1 3214.724138 4418.501590 1.374457 1000.000000 1000 22627 0.553857 0.482897 1.000000 1.000000 0 V 7 7 419.121631 0 4.897059
138 12 1109 4128987 -10 17 22 5 1 3272.258621 4629.658053 1.414820 1000.000000 1000 26909 0.560943 0.491596 1.000000 1.000000 0 V 6 7 480.548751 0 4.868613
139 12 1811 4172622 -21 590 33 82 8 3335.422414 4876.365736 1.461993 1000.000000 1000 29344 0.568672 0.501029 7.000000 6.519202 1 H 0 6 512.507371 0 4.884058
140 12 1138 4204370 -17 55 29 12 1 3395.435345 5044.910800 1.485792 1000.000000 1000 30643 0.572481 0.503116 6.000000 5.522681 1 V 5 7 463.772033 0 4.892086
141 12 1162 4264138 -23 98 35 16 2 3458.754310 5233.783940 1.513199 1000.000000 1000 31314 0.577750 0.508039 1.000000 1.000000 0 V 4 7 471.077036 0 4.864286
142 12 1223 4340360 -30 143 42 16 2 3526.120690 5445.343269 1.544287 1000.000000 1000 31655 0.583694 0.514684 1.000000 1.000000 0 V 3 7 495.583928 0 4.836879
143 12 1276 4410122 -37 198 49 18 2 3595.974138 5669.514986 1.576628 1000.000000 1000 31827 0.589840 0.522193 1.000000 1.000000 0 V 2 7 482.545513 0 4.809859
144 12 1386 4452591 -51 298 63 19 2 3666.400862 5891.806742 1.606973 1000.000000 1000 31913 0.595753 0.529900 2.000000 2.000000 0 V 0 7 478.290396 0 4.790210
145 12 1780 4629448 -19 546 31 81 8 3725.392241 6049.925418 1.623970 1000.000000 1000 31957 0.599881 0.534103 6.000000 5.522681 1 H 0 1 454.944302 0 4.798611
146 12 1681 4686640 -47 636 59 50 5 3779.137931 6139.468186 1.624568 1000.000000 1000 31978 0.600828 0.533763 2.000000 2.000000 0 H 0 3 451.146917 0 4.779310
147 12 1313 4757701 -44 247 56 19 2 3838.077586 6191.865820 1.613273 1000.000000 1000 31989 0.601480 0.529355 5.000000 3.807887 1 V 1 7 544.824998 0 4.780822
148 12 1721 4942538 -34 681 46 48 5 3906.323276 6293.633966 1.611140 1000.000000 1000 31995 0.604298 0.529336 16.000000 13.729530 1 H 15 4 463.856502 0 4.857143
149 12 1338 4972066 -31 314 43 21 2 3973.728448 6372.604956 1.603684 1000.000000 1000 31997 0.605766 0.525960 15.000000 15.000000 0 H 0 4 505.387908 0 4.925676
150 12 1289 5105099 -36 235 48 18 2 4039.633621 6445.816096 1.595644 1000.000000 1000 31999 0.607793 0.526030 1.000000 1.000000 0 H 0 5 455.340668 0 4.899329
151 12 1311 5147945 -42 245 54 19 2 4092.879310 6506.617638 1.589741 1000.000000 1000 31999 0.609524 0.524971 2.000000 1.581139 1 V 0 7 455.847744 0 4.880000
