# round T HPWL_eq HPWL_w WNS TNS maxL viol_cnt picked w_mean w_std w_cv w_median w_min w_max w_gini w_top10 jump_man jump_euc orient_flip maxEdge_type maxEdge_i maxEdge_j solve_ms feasible avg_jump
155 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 18.742591 1 0.902597
156 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 18.456723 1 0.896774
157 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 18.545670 1 0.891026
158 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 18.794870 1 0.885350
159 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 18.769152 1 0.879747
160 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 18.617936 1 0.874214
161 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 18.646290 1 0.868750
162 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 18.511796 1 0.863354
163 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 38.314385 1 0.858025
164 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 19.162412 1 0.852761
165 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 18.519972 1 0.847561
166 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 18.452976 1 0.842424
167 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 18.537365 1 0.837349
168 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 388.040725 1 0.832335
169 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 73.415887 1 0.827381
170 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 18.802735 1 0.822485
171 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 18.937479 1 0.817647
172 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 18.968847 1 0.812865
173 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 52.566847 1 0.808140
174 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.716564 1 0.803468
175 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.730230 1 0.798851
176 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.736312 1 0.794286
177 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.593934 1 0.789773
178 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.772008 1 0.785311
179 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.973929 1 0.780899
180 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.609904 1 0.776536
181 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.790463 1 0.772222
182 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.875714 1 0.767956
183 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.945766 1 0.763736
184 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.906773 1 0.759563
185 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.853613 1 0.755435
186 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.691908 1 0.751351
187 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.502661 1 0.747312
188 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.844886 1 0.743316
189 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.893417 1 0.739362
190 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.943221 1 0.735450
191 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.620754 1 0.731579
192 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.817775 1 0.727749
193 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.631184 1 0.723958
194 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.618379 1 0.720207
195 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.838224 1 0.716495
196 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.847110 1 0.712821
197 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.665397 1 0.709184
198 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.701898 1 0.705584
199 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.730410 1 0.702020
200 12 488 594000 1 0 11 0 0 1196.428571 397.296348 0.332069 1000.000000 1000 2000 0.131930 0.179104 0.000000 0.000000 0 V 1 0 16.949333 1 0.698492
# SUMMARY best_weighted_HPWL=472000
