# round T HPWL_eq HPWL_w WNS TNS maxL viol_cnt picked w_mean w_std w_cv w_median w_min w_max w_gini w_top10 jump_man jump_euc orient_flip maxEdge_type maxEdge_i maxEdge_j solve_ms feasible avg_jump
12 18 1618 1738191 -14 88 32 15 2 1073.814394 250.002333 0.232817 1000.000000 1000 1999 0.063532 0.163983 14.000000 10.124228 1 H 10 8 1524.497829 0 9.454545
13 18 1614 1743511 -24 147 42 14 1 1081.386364 262.476569 0.242722 1000.000000 1000 2000 0.069002 0.169837 1.000000 1.000000 0 H 10 7 1556.571516 0 8.750000
14 18 1614 1763343 -24 147 42 14 1 1087.397727 273.519993 0.251536 1000.000000 1000 2000 0.073240 0.174426 0.000000 0.000000 0 H 10 7 1511.132910 0 8.076923
15 18 1631 1768950 -34 183 52 12 1 1093.454545 290.354665 0.265539 1000.000000 1000 2378 0.077663 0.178999 2.000000 1.414214 0 H 11 6 1509.041499 0 7.642857
16 18 1642 1774948 -12 69 30 21 2 1098.958333 308.978992 0.281156 1000.000000 1000 3084 0.081809 0.183111 8.000000 5.700877 1 V 7 11 1549.290288 0 7.666667
17 18 1627 1790125 -6 64 24 20 2 1104.662879 323.980423 0.293284 1000.000000 1000 3513 0.085826 0.186558 6.000000 5.099020 0 V 8 6 1571.766204 0 7.562500
18 18 1696 1809705 -52 309 70 18 2 1111.659091 338.228592 0.304256 1000.000000 1000 3748 0.090458 0.188709 8.000000 5.656854 0 V 4 10 1577.724940 0 7.588235
19 18 1652 1824782 -4 35 22 12 1 1119.151515 351.677419 0.314236 1000.000000 1000 3872 0.095459 0.189917 13.000000 9.617692 1 H 0 1 1527.329584 0 7.888889
20 18 1631 1834720 -12 112 30 17 2 1125.193182 362.863022 0.322490 1000.000000 1000 3936 0.099354 0.190284 2.000000 2.000000 0 H 0 3 1508.891236 0 7.578947
21 18 1642 1845996 -25 195 43 25 3 1131.787879 371.452912 0.328200 1000.000000 1000 3968 0.103350 0.189905 13.000000 9.192388 1 V 6 10 1564.181263 0 7.850000
22 18 1646 1858763 -21 170 39 17 2 1143.462121 399.196644 0.349112 1000.000000 1000 3984 0.111289 0.193856 12.000000 8.514693 1 H 0 4 1520.807967 0 8.047619
23 18 1669 1879313 -5 102 23 33 3 1155.265152 432.421255 0.374305 1000.000000 1000 3992 0.119212 0.198220 10.000000 7.106335 1 V 5 0 1520.241640 0 8.136364
24 18 1763 1895712 -68 397 86 19 2 1168.507576 465.602916 0.398459 1000.000000 1000 3996 0.127682 0.202431 13.000000 11.180340 0 V 3 11 1661.121100 0 8.347826
25 18 1684 1906221 -14 146 32 22 2 1179.424242 489.756829 0.415251 1000.000000 1000 3998 0.134101 0.204331 9.000000 6.519202 1 H 0 5 1452.453987 0 8.375000
26 18 1776 1914805 -64 378 82 15 2 1190.386364 513.132317 0.431064 1000.000000 1000 3999 0.140570 0.207114 2.000000 2.000000 0 H 0 7 1620.634912 0 8.120000
27 18 1664 1958462 -4 47 22 15 2 1199.901515 530.073406 0.441764 1000.000000 1000 3999 0.145700 0.208215 5.000000 5.000000 0 H 0 2 1488.735132 0 8.000000
28 18 1719 1978998 -11 116 29 21 2 1208.526515 541.595881 0.448146 1000.000000 1000 4000 0.149943 0.208217 13.000000 10.440307 0 H 10 5 1533.160599 0 8.185185
29 18 1695 1984709 -14 67 32 17 2 1216.632576 549.528935 0.451680 1000.000000 1000 4000 0.153621 0.207602 11.000000 7.778175 1 V 4 11 1527.065407 0 8.285714
30 18 1706 2004311 -12 94 30 20 2 1225.238636 562.059868 0.458735 1000.000000 1000 4000 0.158034 0.209103 7.000000 5.147815 1 H 2 6 1571.437944 0 8.241379
31 18 1856 2010788 -74 459 92 15 2 1234.712121 578.115958 0.468219 1000.000000 1000 4000 0.163040 0.211692 4.000000 2.828427 0 H 0 8 1757.786718 0 8.100000
32 18 1720 2021304 -23 93 41 14 1 1243.428030 590.632162 0.475003 1000.000000 1000 4000 0.167133 0.212731 4.000000 2.915476 1 V 2 10 1544.871383 0 7.967742
33 18 1685 2045127 -14 66 32 16 2 1250.678030 601.122257 0.480637 1000.000000 1000 4000 0.170269 0.212866 2.000000 1.414214 0 V 3 11 1588.406454 0 7.781250
34 18 1723 2058717 -22 114 40 20 2 1260.867424 619.634663 0.491435 1000.000000 1000 4000 0.175893 0.217572 3.000000 2.236068 0 V 1 10 1537.752561 0 7.636364
35 18 1716 2072124 -13 99 31 20 2 1270.113636 634.598783 0.499639 1000.000000 1000 4000 0.180352 0.220062 4.000000 2.915476 1 H 0 7 1577.286303 0 7.529412
36 18 1724 2084042 -25 64 43 17 2 1280.208333 650.598086 0.508197 1000.000000 1000 4000 0.185171 0.223031 6.000000 4.301163 1 V 2 11 1562.170114 0 7.485714
37 18 1771 2091884 -34 204 52 24 2 1288.090909 662.542520 0.514360 1000.000000 1000 4000 0.188586 0.224422 3.000000 2.121320 1 H 1 9 1606.926515 0 7.361111
38 18 1686 2125879 -16 50 34 11 1 1295.651515 670.137949 0.517221 1000.000000 1000 4000 0.191400 0.224609 3.000000 2.121320 1 V 2 11 1520.664196 0 7.243243
39 18 1738 2146460 -51 272 69 16 2 1302.897727 679.370526 0.521430 1000.000000 1000 4000 0.194398 0.225863 15.000000 11.704700 0 V 6 0 1614.922329 0 7.447368
40 18 1723 2153477 -23 152 41 23 2 1310.458333 687.426276 0.524569 1000.000000 1000 4000 0.197298 0.226768 15.000000 10.700467 1 H 0 8 1550.262369 0 7.641026
41 18 1692 2168798 -16 89 34 23 2 1319.541667 698.622778 0.529444 1000.000000 1000 4000 0.201024 0.228836 4.000000 2.915476 1 V 1 11 1507.061458 0 7.550000
42 18 1723 2174476 -55 305 73 14 1 1330.871212 716.868711 0.538646 1000.000000 1000 4000 0.206253 0.233499 16.000000 11.510864 1 H 11 4 1639.118837 0 7.756098
43 18 1733 2185407 -17 97 35 21 2 1339.185606 731.458329 0.546196 1000.000000 1000 4000 0.209783 0.236100 17.000000 12.349089 1 V 0 11 1511.903380 0 7.976190
44 18 1688 2205635 -39 268 57 24 2 1348.276515 744.755845 0.552376 1000.000000 1000 4000 0.213488 0.238795 16.000000 12.083046 0 V 5 0 1610.953763 0 8.162791
45 18 1657 2218960 -35 202 53 14 1 1358.287879 758.532710 0.558448 1000.000000 1000 4000 0.217485 0.241835 11.000000 7.905694 1 H 10 6 1624.165845 0 8.227273
46 18 1756 2231941 -18 108 36 23 2 1365.787879 768.967731 0.563021 1000.000000 1000 4000 0.220190 0.243338 14.000000 10.770330 0 H 0 10 1627.903696 0 8.355556
47 18 1786 2254498 -64 370 82 14 1 1372.943182 775.261809 0.564671 1000.000000 1000 4000 0.222288 0.243601 17.000000 12.206556 0 H 10 3 1750.329729 0 8.543478
48 18 1669 2270633 -14 85 32 13 1 1378.628788 779.295257 0.565268 1000.000000 1000 4000 0.223772 0.243396 6.000000 4.301163 1 V 7 0 1658.602624 0 8.489362
49 18 1654 2282962 -31 148 49 12 1 1383.435606 781.789412 0.565107 1000.000000 1000 4000 0.224895 0.242958 10.000000 7.382412 1 H 11 6 1629.357826 0 8.520833
50 18 1667 2289012 -10 83 28 14 1 1389.306818 787.802794 0.567047 1000.000000 1000 4000 0.226938 0.244394 15.000000 10.700467 1 V 2 0 1636.012794 0 8.653061
51 18 1721 2295684 -54 304 72 14 1 1395.950758 797.408037 0.571229 1000.000000 1000 4000 0.229589 0.247035 12.000000 8.746428 1 H 10 4 1727.065358 0 8.720000
52 18 1690
