# round T HPWL_eq HPWL_w WNS TNS maxL viol_cnt picked w_mean w_std w_cv w_median w_min w_max w_gini w_top10 jump_man jump_euc orient_flip maxEdge_type maxEdge_i maxEdge_j solve_ms feasible avg_jump
22 12 819 967884 -21 101 33 11 1 1154.156977 598.367754 0.518446 1000.000000 1000 4000 0.125892 0.224240 9.000000 6.403124 0 V 5 5 86.265906 0 3.047619
23 12 791 979553 -12 67 24 11 1 1160.656977 606.793444 0.522802 1000.000000 1000 4000 0.130000 0.228584 2.000000 1.414214 0 V 6 4 93.650679 0 3.000000
24 12 770 990915 -8 42 20 9 1 1169.040698 621.170635 0.531351 1000.000000 1000 4000 0.135410 0.234117 1.000000 1.000000 0 V 7 4 88.126802 0 2.913043
25 12 777 1001420 -3 15 15 8 1 1176.622093 634.213230 0.539012 1000.000000 1000 4000 0.140140 0.239051 5.000000 3.605551 0 V 5 7 82.068419 0 3.000000
26 12 859 1004647 -26 141 38 14 1 1185.796512 652.370837 0.550154 1000.000000 1000 4000 0.145892 0.244939 3.000000 2.236068 0 V 4 5 92.179017 0 3.000000
27 12 820 1013253 -19 103 31 12 1 1193.732558 667.041732 0.558787 1000.000000 1000 4000 0.150662 0.249959 3.000000 2.236068 0 V 5 7 83.120891 0 3.000000
28 12 777 1031845 -2 11 14 7 1 1203.127907 685.537648 0.569796 1000.000000 1000 4000 0.156317 0.255816 6.000000 4.242641 0 V 8 4 113.669395 0 3.111111
29 12 793 1039738 -4 16 16 8 1 1211.145349 699.893577 0.577877 1000.000000 1000 4000 0.160928 0.260742 5.000000 3.807887 1 H 10 0 87.812770 0 3.178571
30 12 783 1045376 -5 33 17 10 1 1218.197674 709.622792 0.582519 1000.000000 1000 4000 0.164790 0.263046 5.000000 3.535534 1 V 7 3 89.943605 0 3.241379
31 12 914 1050483 -31 180 43 15 2 1227.046512 723.869462 0.589928 1000.000000 1000 4000 0.169752 0.267091 6.000000 4.472136 0 V 3 5 90.449648 0 3.333333
32 12 862 1065265 -25 147 37 14 1 1237.162791 735.342577 0.594378 1000.000000 1000 4000 0.175017 0.268478 3.000000 2.236068 0 V 4 7 92.269457 0 3.322581
33 12 975 1077128 -22 226 34 16 2 1247.988372 751.503261 0.602172 1000.000000 1000 4000 0.180740 0.271949 9.000000 6.363961 1 H 0 2 136.015124 0 3.500000
34 12 993 1096651 -30 223 42 19 2 1259.017442 764.018990 0.606837 1000.000000 1000 4000 0.186149 0.273053 11.000000 10.049876 0 H 10 3 87.527714 0 3.727273
35 12 774 1106005 -3 8 15 4 1 1270.302326 772.818461 0.608374 1000.000000 1000 4000 0.191277 0.272550 10.000000 7.382412 1 V 3 7 80.508529 0 3.911765
36 12 793 1109988 -10 23 22 6 1 1281.656977 786.009308 0.613276 1000.000000 1000 4000 0.196646 0.274649 1.000000 1.000000 0 V 2 7 83.442637 0 3.828571
37 12 793 1120911 -10 23 22 6 1 1290.779070 796.927631 0.617400 1000.000000 1000 4000 0.200751 0.275721 0.000000 0.000000 0 V 2 7 101.976415 0 3.722222
38 12 796 1135865 -10 26 22 8 1 1300.075581 808.415461 0.621822 1000.000000 1000 4000 0.204896 0.277131 1.000000 1.000000 0 V 1 7 93.649969 0 3.648649
39 12 1027 1139714 -11 166 23 34 3 1308.517442 819.437530 0.626234 1000.000000 1000 4000 0.208677 0.279368 7.000000 5.700877 1 H 0 1 705.956102 0 3.736842
40 12 799 1155014 -10 21 22 6 1 1320.581395 827.091647 0.626309 1000.000000 1000 4000 0.213338 0.279158 7.000000 5.700877 1 V 1 7 86.923775 0 3.820513
41 12 826 1166279 -12 70 24 11 1 1332.290698 838.297858 0.629215 1000.000000 1000 4000 0.218032 0.280554 11.000000 8.062258 0 V 5 0 84.744650 0 4.000000
42 12 1013 1179307 -33 224 45 17 2 1349.098837 887.610836 0.657929 1000.000000 1000 5657 0.226527 0.287543 9.000000 6.519202 1 H 0 3 82.781523 0 4.121951
43 12 831 1185037 -9 99 21 16 2 1363.953488 926.867448 0.679545 1000.000000 1000 6727 0.233047 0.290878 12.000000 10.198039 0 H 10 1 331.963043 0 4.309524
44 12 826 1195398 -10 36 22 11 1 1377.151163 951.740328 0.691094 1000.000000 1000 7336 0.237993 0.291662 15.000000 10.977249 1 V 0 7 86.256228 0 4.558140
45 12 816 1199806 -9 70 21 12 1 1387.151163 966.461142 0.696724 1000.000000 1000 7661 0.241363 0.291441 3.000000 2.549510 1 H 0 4 87.511443 0 4.522727
46 12 823 1209789 -8 59 20 12 1 1395.203488 974.694955 0.698604 1000.000000 1000 7829 0.243804 0.290722 1.000000 1.000000 0 H 0 5 86.814049 0 4.444444
47 12 874 1215896 -20 146 32 13 1 1402.168605 979.215681 0.698358 1000.000000 1000 7914 0.245722 0.289759 12.000000 8.514693 1 V 6 0 89.681180 0 4.608696
48 12 1021 1232055 -44 329 56 19 2 1415.790698 1015.236255 0.717081 1000.000000 1000 7957 0.251809 0.294018 11.000000 7.905694 1 H 0 4 89.575953 0 4.744681
49 12 814 1243519 -9 18 21 6 1 1428.779070 1044.734888 0.731208 1000.000000 1000 7978 0.256548 0.295817 12.000000 8.746428 1 V 7 0 94.369894 0 4.895833
50 12 832 1269898 -14 27 26 7 1 1446.029070 1094.933445 0.757200 1000.000000 1000 7989 0.263997 0.301459 1.000000 1.000000 0 V 8 0 87.413217 0 4.816327
51 12 879 1279554 -14 98 26 12 1 1466.034884 1160.850069 0.791830 1000.000000 1000 7995 0.272984 0.309481 4.000000 2.915476 1 H 11 1 83.851238 0 4.800000
52 12 875 1285189 -19 55 31 8 1 1480.354651 1207.356904 0.815586 1000.000000 1000 7997 0.278687 0.313753 2.000000 1.581139 1 V 10 0 107.244119 0 4.745098
53 12 989 1292305 -22 200 34 14 1 1490.854651 1235.136198 0.828475 1000.000000 1000 7999 0.282224 0.315528 13.000000 10.793517 1 H 0 2 127.699778 0 4.903846
54 12 868 1296924 -11 93 23 12 1 1501.529070 1254.352610 0.835384 1000.000000 1000 7999 0.285835 0.318567 10.000000 10.000000 0 H 10 2 84.950418 0 5.000000
55 12 868 1303413 -6 52 18 18 2 1510.156977 1266.070066 0.838370 1000.000000 1000 8000 0.288281 0.319869 0.000000 0.000000 0 H 10 2 84.545735 0 4.907407
56 12 882 1317035 -19 84 31 14 1 1527.127907 1297.413933 0.849578 1000.000000 1000 8000 0.294133 0.324309 3.000000 2.236068 0 H 11 0 86.379691 0 4.872727
57 12 881 1334979 -18 83 30 14 1 1539.947674 1322.815308 0.859000 1000.000000 1000 8000 0.298004 0.326525 1.000000 1.000000 0 H 10 0 84.842144 0 4.803571
58 12 845 1339826 -17 54 29 12 1 1551.343023 1341.004472 0.864415 1000.000000 1000 8000 0.301149 0.328268 1.000000 0.707107 1 V 9 0 87.945841 0 4.736842
59 12 1013 1349370 -20 185 32 20 2 1568.145349 1377.136267 0.878194 1000.000000 1000 8000 0.307404 0.334946 5.000000 4.527693 1 H 10 4 104.063728 0 4.741379
60 12 866 1354990 -15 62 27 12 1 1585.436047 1407.471554 0.887750 1000.000000 1000 8000 0.312781 0.340080 5.000000 4.527693 1 V 10 0 85.792294 0 4.745763
61 12 855 1364775 -14 89 26 12 1 1600.482558 1431.059794 0.894143 1000.000000 1000 8000 0.317323 0.342172 12.000000 8.602325 0 V 5 7 89.535557 0 4.866667
62 12 892 1383352 -21 139 33 14 1 1618.808140 1467.762446 0.906693 1000.000000 1000 8000 0.323492 0.347086 1.000000 1.000000 0 V 4 7 98.735199 0 4.803279
63 12 1055 1407723 -11 166 23 27 3 1639.354651 1516.096704 0.924813 1000.000000 1000 8000 0.330579 0.353904 8.000000 5.700877 1 H 0 3 118.942891 0 4.854839
64 12 933 1425482 -24 143 36 14 1 1663.593023 1555.524606 0.935039 1000.000000 1000 8000 0.337438 0.355643 7.000000 4.949747 1 V 3 7 95.879198 0 4.888889
65 12 1109 1434407 -43 349 55 18 2 1687.686047 1601.517462 0.948943 1000.000000 1000 8000 0.344570 0.360005 4.000000 3.535534 1 H 0 6 100.915176 0 4.875000
66 12 1081 1463261 -43 332 55 19 2 1706.633721 1632.897649 0.956794 1000.000000 1000 8000 0.348975 0.361588 1.000000 1.000000 0 H 0 5 102.466679 0 4.815385
67 12 1037 1482874 -42 271 54 30 3 1724.174419 1653.404143 0.958954 1000.000000 1000 8000 0.352488 0.360945 14.000000 11.401754 0 H 11 2 104.438553 0 4.954545
68 12 933 1494692 -27 178 39 16 2 1745.784884 1669.281674 0.956178 1000.000000 1000 8000 0.356564 0.358048 13.000000 9.617692 1 V 2 7 100.959329 0 5.074627
69 12 813 1543004 -10 31 22 11 1 1771.796512 1699.667409 0.959290 1000.000000 1000 8000 0.362527 0.359023 1.000000 1.000000 0 V 1 7 84.959405 0 5.014706
70 12 837 1558609 -11 48 23 17 2 1796.784884 1740.967235 0.968935 1000.000000 1000 8000 0.368784 0.363246 1.000000 0.707107 1 H 1 6 84.115425 0 4.956522
71 12 832 1580209 -8 41 20 9 1 1820.633721 1774.755024 0.974801 1000.000000 1000 8000 0.374061 0.364050 10.000000 7.382412 1 V 4 0 148.387184 0 5.028571
72 12 824 1594808 -9 59 21 9 1 1836.901163 1796.780670 0.978159 1000.000000 1000 8000 0.377108 0.363877 9.000000 6.363961 1 H 0 4 138.451154 0 5.084507
73 12 804 1608918 -4 24 16 7 1 1850.790698 1811.462313 0.978750 1000.000000 1000 8000 0.379534 0.362746 8.000000 5.700877 1 V 3 0 95.709759 0 5.125000
74 12 804 1618830 -4 24 16 7 1 1861.104651 1819.952386 0.977888 1000.000000 1000 8000 0.380910 0.361551 0.000000 0.000000 0 V 3 0 85.985729 0 5.054795
75 12 835 1626545 -10 63 22 9 1 1870.947674 1825.406923 0.975659 1000.000000 1000 8000 0.382035 0.360056 9.000000 6.519202 1 H 0 5 93.412420 0 5.108108
76 12 853 1639933 -14 75 26 10 1 1882.069767 1831.651420 0.973211 1000.000000 1000 8000 0.383749 0.358135 1.000000 1.000000 0 H 0 6 86.529804 0 5.053333
77 12 821 1657441 -4 13 16 8 1 1893.587209 1838.455658 0.970885 1000.000000 1000 8000 0.385437 0.356055 5.000000 3.535534 1 V 2 4 83.886894 0 5.052632
78 12 1074 1666967 -51 325 63 28 3 1902.825581 1843.210948 0.968670 1000.000000 1000 8000 0.386446 0.354381 11.000000 8.860023 1 H 11 1 92.385175 0 5.129870
79 12 797 1676324 -4 24 16 13 1 1917.534884 1847.771862 0.963618 1000.000000 1000 8000 0.388001 0.351687 2.000000 1.414214 0 H 10 0 87.975758 0 5.089744
80 12 781 1689893 -3 17 15 11 1 1931.052326 1853.461931 0.959820 1000.000000 1000 8000 0.389478 0.349237 9.000000 8.514693 1 V 1 0 104.808841 0 5.139241
81 12 803 1698660 -20 72 32 7 1 1943.726744 1859.632760 0.956736 1000.000000 1000 8000 0.390879 0.346966 3.000000 3.000000 0 V 4 0 84.575081 0 5.112500
82 12 770 1717080 -14 50 26 8 1 1955.889535 1865.945650 0.954014 1000.000000 1000 8000 0.392191 0.344811 1.000000 1.000000 0 V 3 0 99.371967 0 5.061728
83 12 774 1738166 -8 37 20 13 1 1967.529070 1871.911430 0.951402 1000.000000 1000 8000 0.393352 0.342774 1.000000 1.000000 0 V 2 0 98.548557 0 5.012195
84 12 792 1749934 -3 16 15 10 1 1976.720930 1875.736235 0.948913 1000.000000 1000 8000 0.394035 0.341180 14.000000 9.899495 0 V 9 7 84.945499 0 5.120482
85 12 793 1761872 -7 34 19 11 1 1984.360465 1877.452575 0.946125 1000.000000 1000 8000 0.394375 0.339867 2.000000 1.414214 0 V 8 6 85.119617 0 5.083333
86 12 1014 1767954 -11 123 23 22 2 1993.523256 1879.803415 0.942955 1000.000000 1000 8000 0.394973 0.338305 13.000000 9.617692 1 H 0 1 81.130151 0 5.176471
87 12 810 1779984 -17 52 29 12 1 2006.011628 1882.494791 0.938427 1000.000000 1000 8000 0.395660 0.336199 13.000000 9.300538 1 V 7 7 87.612183 0 5.267442
88 12 793 1797710 -2 13 14 10 1 2018.319767 1886.766770 0.934821 1000.000000 1000 8000 0.396439 0.334149 9.000000 6.403124 0 V 2 3 82.803213 0 5.310345
89 12 988 1802733 -22 185 34 19 2 2027.970930 1889.843692 0.931889 1000.000000 1000 8000 0.396854 0.332558 3.000000 2.549510 1 H 0 2 81.707808 0 5.284091
90 12 782 1818981 -1 3 13 3 1 2045.308140 1905.385508 0.931588 1000.000000 1000 8000 0.399228 0.334450 12.000000 9.823441 1 V 9 5 87.228460 0 5.359551
91 12 996 1826829 -33 230 45 22 2 2058.284884 1918.828820 0.932246 1000.000000 1000 8000 0.400622 0.335363 11.000000 9.617692 1 H 0 3 81.762221 0 5.422222
92 12 782 1837231 -1 3 13 3 1 2079.575581 1942.362832 0.934019 1000.000000 1000 8000 0.403739 0.338265 11.000000 9.617692 1 V 9 5 82.420472 0 5.483516
93 12 783 1847508 -7 24 19 4 1 2096.866279 1962.227318 0.935790 1000.000000 1000 8000 0.405819 0.339344 2.000000 1.414214 0 V 8 6 88.696917 0 5.445652
94 12 1024 1859070 -44 272 56 21 2 2111.976744 1977.172426 0.936171 1000.000000 1000 8000 0.407312 0.339055 10.000000 8.631338 1 H 0 4 138.288748 0 5.494624
95 12 788 1872921 4 0 8 0 0 2134.598837 2000.644410 0.937246 1000.000000 1000 8000 0.410260 0.341091 5.000000 4.527693 1 V 0 0 79.282970 1 5.489362
96 12 788 1878909 4 0 8 0 0 2148.250000 2020.038959 0.940318 1000.000000 1000 8000 0.412080 0.342391 0.000000 0.000000 0 V 0 0 81.916913 1 5.431579
97 12 788 1882088 4 0 8 0 0 2155.744186 2032.530618 0.942844 1000.000000 1000 8000 0.413101 0.343129 0.000000 0.000000 0 V 0 0 84.643130 1 5.375000
98 12 788 1883763 4 0 8 0 0 2159.703488 2039.645919 0.944410 1000.000000 1000 8000 0.413653 0.343520 0.000000 0.000000 0 V 0 0 86.861909 1 5.319588
99 12 788 1884601 4 0 8 0 0 2161.726744 2043.444362 0.945283 1000.000000 1000 8000 0.413938 0.343723 0.000000 0.000000 0 V 0 0 82.481276 1 5.265306
100 12 788 1885028 4 0 8 0 0 2162.744186 2045.386619 0.945737 1000.000000 1000 8000 0.414081 0.343825 0.000000 0.000000 0 V 0 0 85.871603 1 5.212121
101 12 788 1885244 4 0 8 0 0 2163.267442 2046.399839 0.945976 1000.000000 1000 8000 0.414154 0.343878 0.000000 0.000000 0 V 0 0 79.670441 1 5.160000
102 12 788 1885357 4 0 8 0 0 2163.517442 2046.872914 0.946086 1000.000000 1000 8000 0.414189 0.343901 0.000000 0.000000 0 V 0 0 81.755469 1 5.108911
103 12 788 1885401 4 0 8 0 0 2163.651163 2047.145212 0.946153 1000.000000 1000 8000 0.414208 0.343917 0.000000 0.000000 0 V 0 0 78.103228 1 5.058824
104 12 788 1885433 4 0 8 0 0 2163.715116 2047.268545 0.946182 1000.000000 1000 8000 0.414217 0.343923 0.000000 0.000000 0 V 0 0 83.717715 1 5.009709
105 12 788 1885445 4 0 8 0 0 2163.744186 2047.327655 0.946197 1000.000000 1000 8000 0.414221 0.343926 0.000000 0.000000 0 V 0 0 80.191271 1 4.961538
106 12 788 1885457 4 0 8 0 0 2163.773256 2047.374411 0.946206 1000.000000 1000 8000 0.414225 0.343927 0.000000 0.000000 0 V 0 0 94.603825 1 4.914286
107 12 788 1885457 4 0 8 0 0 2163.773256 2047.374411 0.946206 1000.000000 1000 8000 0.414225 0.343927 0.000000 0.000000 0 V 0 0 81.839457 1 4.867925
108 12 788 1885458 4 0 8 0 0 2163.779070 2047.390982 0.946211 1000.000000 1000 8000 0.414226 0.343929 0.000000 0.000000 0 V 0 0 80.625089 1 4.822430
109 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 83.393024 1 4.777778
110 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 83.032415 1 4.733945
111 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 80.664343 1 4.690909
112 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 86.596669 1 4.648649
113 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 80.626973 1 4.607143
114 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 80.959298 1 4.566372
115 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 85.846627 1 4.526316
116 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.321441 1 4.486957
117 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 82.818853 1 4.448276
118 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 170.555779 1 4.410256
119 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 83.625772 1 4.372881
120 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 84.237806 1 4.336134
121 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 83.468215 1 4.300000
122 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 84.119001 1 4.264463
123 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 83.639138 1 4.229508
124 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 136.731835 1 4.195122
125 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 86.007229 1 4.161290
126 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 82.537342 1 4.128000
127 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.375503 1 4.095238
128 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 159.609728 1 4.062992
129 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 84.471085 1 4.031250
130 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 89.192319 1 4.000000
131 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 87.817289 1 3.969231
132 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.797929 1 3.938931
133 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.064006 1 3.909091
134 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 86.854275 1 3.879699
135 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 81.795214 1 3.850746
136 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 115.520883 1 3.822222
137 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 84.962180 1 3.794118
138 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 84.471797 1 3.766423
139 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 90.865040 1 3.739130
140 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 84.783855 1 3.712230
141 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 87.176932 1 3.685714
142 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 86.123789 1 3.659574
143 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 105.912011 1 3.633803
144 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 96.715844 1 3.608392
145 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 154.207058 1 3.583333
146 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 84.932634 1 3.558621
147 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 85.123244 1 3.534247
148 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 86.608512 1 3.510204
149 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 82.018524 1 3.486486
150 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 96.552506 1 3.463087
151 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 86.221292 1 3.440000
152 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 101.379961 1 3.417219
153 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 80.729946 1 3.394737
154 12 788 1885459 4 0 8 0 0 2163.784884 2047.395187 0.946210 1000.000000 1000 8000 0.414226 0.343928 0.000000 0.000000 0 V 0 0 89.179686 1 3.372549
