# T_prime evolution (target T=18)
type,round,T_prime,T_target,maxL,WNS_Tprime,WNS_T,picked,HPWL_eq,HPWL_w,solve_ms,old_T_prime,new_T_prime,sigma_maxL,shrink_val
round,1,18,18,20,-2,-2,2,472,472000,27.2252,,,,
round,2,18,18,20,-2,-2,4,472,472054,17.9405,,,,
round,3,18,18,20,-2,-2,4,472,472468,17.95,,,,
round,4,18,18,20,-2,-2,4,472,472924,17.881,,,,
round,5,18,18,20,-2,-2,4,472,473660,17.6615,,,,
round,6,18,18,20,-2,-2,4,472,474432,17.6717,,,,
round,7,18,18,20,-2,-2,4,472,475444,17.675,,,,
round,8,18,18,20,-2,-2,4,472,476486,17.8495,,,,
round,9,18,18,20,-2,-2,4,472,477728,17.9287,,,,
round,10,18,18,20,-2,-2,4,472,479000,17.8227,,,,
round,11,18,18,20,-2,-2,2,474,479716,17.7661,,,,
round,12,18,18,14,4,4,0,476,480240,17.3611,,,,
