# T_prime evolution (target T=19)
type,round,T_prime,T_target,maxL,WNS_Tprime,WNS_T,picked,HPWL_eq,HPWL_w,solve_ms,old_T_prime,new_T_prime,sigma_maxL,shrink_val
round,1,19,19,20,-1,-1,2,472,472000,26.8964,,,,
round,2,19,19,20,-1,-1,4,472,472024,18.5592,,,,
round,3,19,19,20,-1,-1,4,472,472208,18.4162,,,,
round,4,19,19,20,-1,-1,4,472,472416,18.3271,,,,
round,5,19,19,20,-1,-1,4,472,472784,18.0828,,,,
round,6,19,19,20,-1,-1,4,472,473170,18.205,,,,
round,7,19,19,20,-1,-1,4,472,473676,17.9872,,,,
round,8,19,19,20,-1,-1,4,472,474200,18.001,,,,
round,9,19,19,20,-1,-1,4,472,474844,18.5612,,,,
round,10,19,19,20,-1,-1,4,472,475500,17.9782,,,,
round,11,19,19,20,-1,-1,4,472,476236,18.0156,,,,
round,12,19,19,20,-1,-1,4,472,476978,18.0265,,,,
round,13,19,19,20,-1,-1,4,472,477760,18.2111,,,,
round,14,19,19,20,-1,-1,4,472,478560,18.0136,,,,
round,15,19,19,20,-1,-1,2,474,479140,17.6523,,,,
round,16,19,19,14,5,5,0,476,479600,17.8781,,,,
