# T_prime evolution (target T=9)
type,round,T_prime,T_target,maxL,WNS_Tprime,WNS_T,picked,HPWL_eq,HPWL_w,solve_ms,old_T_prime,new_T_prime,sigma_maxL,shrink_val
round,1,16,9,20,-4,-11,6,472,472000,26.6958,,,,
round,2,16,9,20,-4,-11,6,472,472222,17.4647,,,,
round,3,16,9,20,-4,-11,6,472,473704,17.4747,,,,
round,4,16,9,20,-4,-11,6,472,474380,17.4929,,,,
round,5,16,9,20,-4,-11,6,472,477030,17.2965,,,,
round,6,16,9,20,-4,-11,6,472,478120,17.2695,,,,
round,7,16,9,14,2,-5,0,476,480336,16.6368,,,,
tighten,7,,,,,,,,,,16,12,,15
round,8,12,9,14,-2,-5,6,476,480336,16.7759,,,,
round,9,12,9,15,-3,-6,6,476,480686,16.7302,,,,
round,10,12,9,15,-3,-6,6,476,481344,17.4158,,,,
round,11,12,9,15,-3,-6,6,476,481942,16.7359,,,,
round,12,12,9,20,-8,-11,8,474,483018,17.1134,,,,
round,13,12,9,15,-3,-6,6,476,484185,16.8363,,,,
round,14,12,9,20,-8,-11,10,472,484823,17.4598,,,,
round,15,12,9,20,-8,-11,8,474,485825,17.0851,,,,
round,16,12,9,15,-3,-6,6,476,488575,16.5849,,,,
round,17,12,9,15,-3,-6,6,476,489642,16.7493,,,,
round,18,12,9,20,-8,-11,10,473,490959,17.2955,,,,
round,19,12,9,16,-4,-7,10,474,492343,17.2768,,,,
round,20,12,9,15,-3,-6,6,476,495867,16.5521,,,,
round,21,12,9,15,-3,-6,6,476,496569,16.6922,,,,
round,22,12,9,15,-3,-6,6,476,499435,16.5301,,,,
round,23,12,9,15,-3,-6,6,476,500174,16.5684,,,,
round,24,12,9,16,-4,-7,10,474,502239,17.2404,,,,
round,25,12,9,16,-4,-7,10,474,502923,17.3171,,,,
round,26,12,9,26,-14,-17,8,483,507889,17.1062,,,,
round,27,12,9,15,-3,-6,6,476,508525,16.6861,,,,
round,28,12,9,29,-17,-20,8,490,510023,17.2745,,,,
round,29,12,9,26,-14,-17,8,483,512393,16.874,,,,
round,30,12,9,15,-3,-6,6,476,515364,16.3856,,,,
round,31,12,9,13,-1,-4,6,478,516462,16.4577,,,,
round,32,12,9,16,-4,-7,10,476,517968,40.538,,,,
round,33,12,9,16,-4,-7,10,476,518909,77.248,,,,
round,34,12,9,13,-1,-4,6,478,523565,17.4218,,,,
round,35,12,9,13,-1,-4,6,478,524065,17.3463,,,,
round,36,12,9,29,-17,-20,8,492,526294,17.9961,,,,
round,37,12,9,13,-1,-4,6,478,527588,17.2964,,,,
round,38,12,9,22,-10,-13,10,474,529951,19.2496,,,,
round,39,12,9,29,-17,-20,8,496,531884,18.5134,,,,
round,40,12,9,13,-1,-4,6,478,533462,17.3936,,,,
round,41,12,9,16,-4,-7,10,480,535356,17.9325,,,,
round,42,12,9,12,0,-3,0,482,539022,17.5153,,,,
tighten,42,,,,,,,,,,12,10,,11
round,43,10,9,12,-2,-3,10,482,539022,17.2301,,,,
round,44,10,9,13,-3,-4,10,478,540440,17.9705,,,,
round,45,10,9,12,-2,-3,10,482,541102,17.4173,,,,
round,46,10,9,12,-2,-3,10,482,543152,17.3109,,,,
round,47,10,9,16,-6,-7,11,480,544058,18.0054,,,,
round,48,10,9,16,-6,-7,11,480,547311,18.0885,,,,
round,49,10,9,12,-2,-3,10,482,548400,17.3312,,,,
round,50,10,9,12,-2,-3,10,482,550925,17.4783,,,,
round,51,10,9,16,-6,-7,11,480,552298,18.0562,,,,
round,52,10,9,29,-19,-20,8,496,554601,17.883,,,,
round,53,10,9,12,-2,-3,10,482,557331,17.087,,,,
round,54,10,9,16,-6,-7,11,480,559993,18.3737,,,,
round,55,10,9,29,-19,-20,8,496,561371,17.7369,,,,
round,56,10,9,12,-2,-3,10,482,564536,17.0383,,,,
round,57,10,9,12,-2,-3,10,482,568726,17.1502,,,,
round,58,10,9,12,-2,-3,10,482,572670,17.1258,,,,
round,59,10,9,16,-6,-7,10,480,573650,17.6932,,,,
round,60,10,9,16,-6,-7,11,480,576952,41.4049,,,,
round,61,10,9,29,-19,-20,10,496,580782,18.404,,,,
round,62,10,9,12,-2,-3,10,482,587214,17.1905,,,,
round,63,10,9,12,-2,-3,10,485,587749,17.0595,,,,
round,64,10,9,29,-19,-20,8,496,590822,17.6433,,,,
round,65,10,9,11,-1,-2,10,488,594039,16.995,,,,
round,66,10,9,14,-4,-5,13,490,598421,17.6886,,,,
round,67,10,9,11,-1,-2,10,488,600032,17.1389,,,,
round,68,10,9,16,-6,-7,10,480,603964,17.6609,,,,
round,69,10,9,11,-1,-2,10,488,606332,17.0949,,,,
round,70,10,9,29,-19,-20,10,492,610860,17.3961,,,,
round,71,10,9,11,-1,-2,10,488,611897,17.0778,,,,
round,72,10,9,11,-1,-2,10,488,616187,17.096,,,,
round,73,10,9,14,-4,-5,12,489,617947,17.3064,,,,
round,74,10,9,29,-19,-20,11,493,621347,17.7477,,,,
round,75,10,9,14,-4,-5,6,497,622802,17.4019,,,,
round,76,10,9,8,2,1,0,504,625861,16.9782,,,,
