# round,T_prime,maxL,WNS(T'),WNS(T),picked,HPWL_eq,HPWL_w,solve_ms
1,19,20,-1,-1,2,472,472000,25.4512
2,19,20,-1,-1,4,472,472090,17.085
3,19,20,-1,-1,4,472,472780,17.3083
4,19,20,-1,-1,4,472,473494,17.3076
5,19,20,-1,-1,4,472,474368,17.2677
6,19,20,-1,-1,4,472,475248,17.2415
7,19,20,-1,-1,4,472,476168,17.8593
8,19,20,-1,-1,4,472,477088,18.161
9,19,20,-1,-1,4,472,478008,17.9501
10,19,20,-1,-1,4,472,478940,18.0292
11,19,20,-1,-1,2,474,479456,17.7287
12,19,14,5,5,0,476,479840,17.2524
