# round,T_prime,maxL,WNS(T'),WNS(T),picked,HPWL_eq,HPWL_w,solve_ms
1,18,20,-2,-2,2,472,472000,25.7874
2,18,20,-2,-2,4,472,472174,17.9278
3,18,20,-2,-2,4,472,473508,18.1758
4,18,20,-2,-2,4,472,474896,18.0988
5,18,20,-2,-2,4,472,476644,18.0774
6,18,20,-2,-2,4,472,478410,17.9788
7,18,20,-2,-2,2,474,479488,17.4664
8,18,14,4,4,0,476,480320,17.1846
