# T_prime evolution (target T=13)
type,round,T_prime,T_target,maxL,WNS_Tprime,WNS_T,picked,HPWL_eq,HPWL_w,solve_ms,old_T_prime,new_T_prime,sigma_maxL,shrink_val
round,1,16,13,20,-4,-7,6,1040,1040000,407.07,,,,
round,2,16,13,18,-2,-5,6,1040,1041332,417.099,,,,
round,3,16,13,18,-2,-5,6,1040,1043528,431.365,,,,
round,4,16,13,18,-2,-5,3,1042,1046626,421.632,,,,
round,5,16,13,15,1,-2,0,1044,1047816,421.641,,,,
tighten,5,,,,,,,,,,16,13,,15
round,6,13,13,15,-2,-2,4,1044,1047816,434.925,,,,
round,7,13,13,18,-5,-5,7,1042,1048192,421.389,,,,
round,8,13,13,14,-1,-1,4,1044,1049474,470.384,,,,
round,9,13,13,18,-5,-5,7,1042,1050266,427.278,,,,
round,10,13,13,14,-1,-1,4,1044,1051744,427.825,,,,
round,11,13,13,18,-5,-5,7,1042,1052730,420.179,,,,
round,12,13,13,18,-5,-5,7,1042,1054928,472.867,,,,
round,13,13,13,14,-1,-1,4,1044,1057278,442.517,,,,
round,14,13,13,14,-1,-1,4,1044,1059000,426.416,,,,
round,15,13,13,26,-13,-13,10,1049,1060018,445.149,,,,
round,16,13,13,26,-13,-13,7,1051,1062899,429.159,,,,
round,17,13,13,20,-7,-7,7,1042,1065824,419.84,,,,
round,18,13,13,26,-13,-13,7,1051,1069335,426.36,,,,
round,19,13,13,26,-13,-13,7,1051,1072462,417.337,,,,
round,20,13,13,20,-7,-7,7,1042,1076334,495.57,,,,
round,21,13,13,20,-7,-7,7,1042,1079492,428.048,,,,
round,22,13,13,14,-1,-1,4,1044,1082950,428.761,,,,
round,23,13,13,14,-1,-1,4,1044,1085316,413.759,,,,
round,24,13,13,26,-13,-13,8,1058,1086252,419.348,,,,
round,25,13,13,20,-7,-7,7,1042,1093038,419.231,,,,
round,26,13,13,20,-7,-7,7,1042,1096636,411.4,,,,
round,27,13,13,14,-1,-1,4,1044,1100808,432.473,,,,
round,28,13,13,26,-13,-13,7,1051,1103542,416.144,,,,
round,29,13,13,32,-19,-19,11,1068,1106975,467.811,,,,
round,30,13,13,26,-13,-13,7,1051,1110323,419.501,,,,
round,31,13,13,32,-19,-19,6,1071,1113971,429.534,,,,
round,32,13,13,13,0,0,0,1046,1119216,418.664,,,,
