# T_prime evolution (target T=11)
type,round,T_prime,T_target,maxL,WNS_Tprime,WNS_T,picked,HPWL_eq,HPWL_w,solve_ms,old_T_prime,new_T_prime,sigma_maxL,shrink_val
round,1,16,11,20,-4,-9,6,1040,1040000,404.487,,,,
round,2,16,11,18,-2,-7,6,1040,1041332,430.271,,,,
round,3,16,11,18,-2,-7,6,1040,1043528,422.094,,,,
round,4,16,11,18,-2,-7,3,1042,1046626,420.659,,,,
round,5,16,11,15,1,-4,0,1044,1047816,441.116,,,,
tighten,5,,,,,,,,,,16,12,,15
round,6,12,11,15,-3,-4,6,1044,1047816,424.334,,,,
round,7,12,11,18,-6,-7,8,1042,1048520,446.316,,,,
round,8,12,11,18,-6,-7,8,1042,1050373,453.033,,,,
round,9,12,11,14,-2,-3,6,1044,1052533,455.471,,,,
round,10,12,11,18,-6,-7,8,1042,1054274,454.011,,,,
round,11,12,11,20,-8,-9,8,1042,1057023,480.665,,,,
round,12,12,11,26,-14,-15,10,1058,1060937,429.25,,,,
round,13,12,11,14,-2,-3,6,1044,1064721,442.28,,,,
round,14,12,11,20,-8,-9,10,1040,1066679,438.596,,,,
round,15,12,11,26,-14,-15,10,1058,1071173,435.265,,,,
round,16,12,11,14,-2,-3,6,1044,1078735,432.324,,,,
round,17,12,11,14,-2,-3,6,1044,1082323,487.577,,,,
round,18,12,11,20,-8,-9,10,1040,1084831,433.413,,,,
round,19,12,11,26,-14,-15,10,1058,1089516,422.456,,,,
round,20,12,11,14,-2,-3,6,1044,1100189,453.141,,,,
round,21,12,11,14,-2,-3,6,1044,1104704,431.793,,,,
round,22,12,11,32,-20,-21,11,1069,1106881,440.786,,,,
round,23,12,11,32,-20,-21,11,1069,1111911,448.976,,,,
round,24,12,11,26,-14,-15,10,1058,1117435,429.558,,,,
round,25,12,11,32,-20,-21,12,1098,1125073,439.615,,,,
round,26,12,11,14,-2,-3,6,1044,1136327,432.337,,,,
round,27,12,11,14,-2,-3,6,1044,1140858,436.671,,,,
round,28,12,11,20,-8,-9,10,1040,1143798,426.7,,,,
round,29,12,11,26,-14,-15,10,1058,1151688,433.287,,,,
round,30,12,11,32,-20,-21,12,1096,1154290,436.061,,,,
round,31,12,11,13,-1,-2,6,1046,1169487,426.959,,,,
round,32,12,11,13,-1,-2,6,1046,1173868,466.762,,,,
round,33,12,11,20,-8,-9,6,1046,1176842,420.997,,,,
round,34,12,11,20,-8,-9,6,1046,1182104,444.007,,,,
round,35,12,11,38,-26,-27,14,1156,1184763,469.818,,,,
round,36,12,11,32,-20,-21,12,1096,1192097,504.113,,,,
round,37,12,11,26,-14,-15,8,1066,1202104,424.286,,,,
round,38,12,11,38,-26,-27,14,1160,1206811,441.925,,,,
round,39,12,11,20,-8,-9,6,1046,1217341,426.587,,,,
round,40,12,11,13,-1,-2,3,1048,1222055,418.04,,,,
round,41,12,11,12,0,-1,0,1050,1223741,425.938,,,,
tighten,41,,,,,,,,,,12,11,,11
round,42,11,11,12,-1,-1,8,1050,1223741,427.848,,,,
round,43,11,11,20,-9,-9,7,1048,1224694,439.144,,,,
round,44,11,11,12,-1,-1,8,1050,1227309,417.694,,,,
round,45,11,11,12,-1,-1,8,1050,1229781,423.478,,,,
round,46,11,11,21,-10,-10,10,1046,1231667,430.743,,,,
round,47,11,11,26,-15,-15,10,1051,1233260,425.98,,,,
round,48,11,11,32,-21,-21,11,1080,1238335,424.279,,,,
round,49,11,11,38,-27,-27,14,1129,1242379,434.775,,,,
round,50,11,11,38,-27,-27,12,1104,1250473,524.86,,,,
round,51,11,11,21,-10,-10,8,1047,1257193,432.47,,,,
round,52,11,11,26,-15,-15,9,1059,1261271,418.354,,,,
round,53,11,11,32,-21,-21,11,1081,1264540,422.688,,,,
round,54,11,11,38,-27,-27,14,1130,1268854,431.519,,,,
round,55,11,11,38,-27,-27,12,1106,1280299,455.469,,,,
round,56,11,11,21,-10,-10,3,1060,1289231,423.041,,,,
round,57,11,11,8,3,3,0,1072,1292240,427.925,,,,
